worker_id,gender,age,party,voting_for,state,title,source,candidate,flesch,is_complex,fair,trust
11896941,female,30-49,democrat,Hillary Clinton,FL,Cruz Looks to Shore Up Support Among Iowa Evangelicals,None,cruz,11.8,1,1,2
11896941,female,30-49,democrat,Hillary Clinton,FL,"Sanders tours Roosevelt site, says Bation can learn from FDR",None,sanders,14.1,1,1,-1
11896941,female,30-49,democrat,Hillary Clinton,FL,The Latest: Sanders says Trump campaign based on division,None,sanders,8,0,2,2
11896941,female,30-49,democrat,Hillary Clinton,FL,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,None,clinton,7.5,0,2,1
11896941,female,30-49,democrat,Hillary Clinton,FL,Trump not backing down from Fox debate boycott,None,trump,11.7,1,2,2
11896941,female,30-49,democrat,Hillary Clinton,FL,The Latest: Bible prominent in Final Cruz Pitches to Voters,None,cruz,7.9,0,2,2
11896941,female,30-49,democrat,Hillary Clinton,FL,FACT CHECK: Audio refutes Trump's claim on China tariff,None,trump,5.8,0,2,2
11896941,female,30-49,democrat,Hillary Clinton,FL,"Clinton Allies Forming Group to Protect, Register Voters",None,clinton,14.2,1,2,2
3515924,male,50-64,republican,Donald Trump,LA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,None,cruz,11.8,1,1,1
3515924,male,50-64,republican,Donald Trump,LA,"Sanders tours Roosevelt site, says Bation can learn from FDR",None,sanders,14.1,1,1,1
3515924,male,50-64,republican,Donald Trump,LA,The Latest: Sanders says Trump campaign based on division,None,sanders,8,0,-2,-2
3515924,male,50-64,republican,Donald Trump,LA,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,None,clinton,7.5,0,-1,-1
3515924,male,50-64,republican,Donald Trump,LA,Trump not backing down from Fox debate boycott,None,trump,11.7,1,-1,-1
3515924,male,50-64,republican,Donald Trump,LA,The Latest: Bible prominent in Final Cruz Pitches to Voters,None,cruz,7.9,0,0,0
3515924,male,50-64,republican,Donald Trump,LA,FACT CHECK: Audio refutes Trump's claim on China tariff,None,trump,5.8,0,-1,-1
3515924,male,50-64,republican,Donald Trump,LA,"Clinton Allies Forming Group to Protect, Register Voters",None,clinton,14.2,1,1,1
34737109,female,30-49,no_affiliation,Hillary Clinton,AL,Cruz Looks to Shore Up Support Among Iowa Evangelicals,None,cruz,11.8,1,1,1
34737109,female,30-49,no_affiliation,Hillary Clinton,AL,"Sanders tours Roosevelt site, says Bation can learn from FDR",None,sanders,14.1,1,0,0
34737109,female,30-49,no_affiliation,Hillary Clinton,AL,The Latest: Sanders says Trump campaign based on division,None,sanders,8,0,2,2
34737109,female,30-49,no_affiliation,Hillary Clinton,AL,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,None,clinton,7.5,0,1,0
34737109,female,30-49,no_affiliation,Hillary Clinton,AL,Trump not backing down from Fox debate boycott,None,trump,11.7,1,0,1
